Dex Number,Pokemon Name,Primary Type,Secondary Type,Egg Groups,Spawn ID,Biomes,Anti-Biomes,Structures,Anti-Structures,Time,Weather,Moon Phase,Anti-Moon Phase,Presets,Weight,Bucket,Sky,Context,Source File
219,Magcargo,fire,rock,amorphous,magcargo-2,Nether,,,,Any,Any,,,lava_surface,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
219,Magcargo,fire,rock,amorphous,magcargo-3,Overworld,Volcanic,,,Any,Any,,,lava_surface,0.2,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
219,Magcargo,fire,rock,amorphous,magcargo-4,Volcanic,,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
219,Magcargo,fire,rock,amorphous,magcargo-5,Volcanic,,,,Any,Any,,,lava_surface,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
988,Slitherwing,bug,fighting,undiscovered,slitherwing-1,"Arid, Jungle, Badlands",,,,Any,Any,,,natural,0.15,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
988,Slitherwing,bug,fighting,undiscovered,slitherwing-2,"Nether Crimson, Nether Jungle",,,,Any,Any,,,natural,0.15,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
988,Slitherwing,bug,fighting,undiscovered,slitherwing-3,End,,,,Any,Any,,,natural,5,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
958,Tinkatuff,fairy,steel,fairy,tinkatuff-1,Overworld,,,,Any,Any,,,"natural, ruins, wild",5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
25,Pikachu,electric,,"field, fairy",pikachu-1,Forest,Spooky,,,Any,Any,,,natural,0.54,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
25,Pikachu Region_Bias=Alola,electric,,"field, fairy",pikachu-alola-2,"Beach, Tropical Land",Freezing,,,Any,Any,,,natural,1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
667,Litleo,fire,normal,field,litleo-1,"Badlands, Savanna, Jungle",,,,Any,Any,,,natural,8.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
339,Barboach,water,ground,water_2,barboach-1,Swamp,,,,Any,Any,,,underwater,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
724,Decidueye,grass,ghost,flying,decidueye-1,"Forest, Taiga",Freezing,,,Any,Any,,,"natural, treetop",0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
724,Decidueye Hisuian,grass,ghost,flying,decidueye-hisuian-3,"Snowy Forest, Snowy Taiga",,,,Any,Any,,,"natural, treetop",0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
503,Samurott,water,,field,samurott-1,Beach,Freezing,,,Any,Any,,,natural,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
503,Samurott,water,,field,samurott-2,Beach,Freezing,,,Any,Any,,,water_surface,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
503,Samurott Hisuian,water,,field,samurott-hisuian-3,Coast,Beach,,,Any,Any,,,natural,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
503,Samurott Hisuian,water,,field,samurott-hisuian-4,Coast,Beach,,,Any,Any,,,water_surface,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
503,Samurott Hisuian,water,,field,samurott-hisuian-5,Snowy Beach,,,,Any,Any,,,natural,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
503,Samurott Hisuian,water,,field,samurott-hisuian-6,Snowy Beach,,,,Any,Any,,,water_surface,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
348,Armaldo,rock,bug,water_3,armaldo-1,Lush,,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
348,Armaldo,rock,bug,water_3,armaldo-2,Lush,,,,Any,Any,,,underwater,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
768,Golisopod,bug,water,"bug, water_3",golisopod-1,Coast,,,,Any,Any,,,"natural, wild",1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
768,Golisopod,bug,water,"bug, water_3",golisopod-2,Overworld,Deep Dark,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
768,Golisopod,bug,water,"bug, water_3",golisopod-3,Overworld,Deep Dark,,,Any,Any,,,underwater,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
216,Teddiursa,normal,,field,teddiursa-1,"Forest, Mountain, Taiga",,,,Any,Any,,,"natural, wild",1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
216,Teddiursa,normal,,field,teddiursa-2,"Crystal Canyon, Floral Meadow",,,Sempiternal Sanctums,Any,Any,,,,1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
607,Litwick,ghost,fire,amorphous,litwick-1,Nether/ Soul Fire,,,,Any,Any,,,natural,1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
607,Litwick,ghost,fire,amorphous,litwick-2,Overworld,,,,Any,Any,,,mansion,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
22,Fearow,normal,flying,flying,fearow-1,"Badlands, Savanna, Sky",,,,Any,Any,,,"natural, treetop",1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
322,Numel,fire,ground,field,numel-1,Badlands,,,,Any,Any,,,natural,5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
322,Numel,fire,ground,field,numel-2,Volcanic,,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
322,Numel,fire,ground,field,numel-3,"Nether/ Overgrowth, Nether/ Wasteland",,,,Any,Any,,,natural,5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
885,Dreepy,dragon,ghost,"amorphous, dragon",dreepy-1,Coast,,,,Any,Any,,,"natural, freshwater",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
885,Dreepy,dragon,ghost,"amorphous, dragon",dreepy-2,Overworld,Ocean,,,Any,Any,,,water_surface,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
499,Pignite,fire,fighting,field,pignite-1,Plains,,,,Any,Any,,,natural,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
499,Pignite,fire,fighting,field,pignite-2,"Nether/ Crimson, Nether/ Overgrowth",,,,Any,Any,,,natural,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
185,Sudowoodo,rock,,mineral,sudowoodo-1,Forest,Spooky,,,Any,Clear,,,natural,0.6,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
179,Mareep,electric,,"monster, field",mareep-1,"Highlands, Plains",,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
391,Monferno,fire,fighting,"field, human_like",monferno-1,Mountain,,,,Any,Clear,,,"natural, treetop",0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
391,Monferno,fire,fighting,"field, human_like",monferno-2,Nether/ Forest,,,,Any,Any,,,"natural, treetop",0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
445,Garchomp,dragon,ground,"monster, dragon",garchomp-1,Mountain,,,,Any,Any,,,"natural, wild",0.06,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
445,Garchomp,dragon,ground,"monster, dragon",garchomp-2,Overworld,"Deep Dark, Mountain",,,Any,Any,,,natural,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
358,Chimecho,psychic,,amorphous,chimecho-1,"Forest, Mountain, Spooky, Taiga",,,,Any,Any,,,natural,0.2,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
358,Chimecho,psychic,,amorphous,chimecho-2,Magical,,,,Any,Any,,,natural,0.6,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
358,Chimecho,psychic,,amorphous,chimecho-3,Overworld,,,,Any,Any,,,,10,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
282,Gardevoir,psychic,fairy,"human_like, amorphous",gardevoir-1,"Floral, Magical, Snowy Forest",,,,Any,Any,,,natural,0.05,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
282,Gardevoir,psychic,fairy,"human_like, amorphous",gardevoir-2,Overworld,,,,Any,Any,,,"natural, urban",0.01,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
282,Gardevoir,psychic,fairy,"human_like, amorphous",gardevoir-3,Overworld,,,,Any,Any,,,"natural, village",0.01,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
282,Gardevoir,psychic,fairy,"human_like, amorphous",gardevoir-4,Overworld,,,,Any,Any,,,mansion,0.01,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
427,Buneary,normal,,"field, human_like",buneary-1,"Forest, Hills, Snowy Forest, Snowy Taiga, Taiga",,,,Any,Any,,,"natural, wild",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
193,Yanma,bug,flying,bug,yanma-1,Freshwater,,,,Any,Clear,,,"freshwater, water_surface",5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
193,Yanma,bug,flying,bug,yanma-2,Lush,,,,Any,Any,,,water_surface,1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
193,Yanma,bug,flying,bug,yanma-3,The Bumblezone,,,Sempiternal Sanctums,Any,Any,,,water_surface,1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
127,Pinsir,bug,,bug,pinsir-1,"Jungle, Tropical Land",,,,Any,Any,,,"natural, wild",10.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
727,Incineroar,fire,dark,field,incineroar-1,Jungle,,,,Any,Clear,,,natural,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
47,Parasect,bug,grass,"bug, grass",parasect-1,Lush,,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
47,Parasect,bug,grass,"bug, grass",parasect-2,Mushroom,,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
47,Parasect,bug,grass,"bug, grass",parasect-3,Nether/ Fungus,Nether/ Warped,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
925,Maushold,normal,,"field, fairy",maushold-1,Temperate,,,,Any,Any,,,"natural, wild",0.2,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
925,Maushold,normal,,"field, fairy",maushold-2,Overworld,"Freezing, Sandy",,,Any,Any,,,"natural, urban",0.6,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
925,Maushold,normal,,"field, fairy",maushold-3,Overworld,"Freezing, Sandy",,,Any,Any,,,"natural, village",0.6,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
925,Maushold,normal,,"field, fairy",maushold-4,Overworld,,,,Any,Any,,,mansion,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
37,Vulpix,fire,,field,vulpix-1,"Forest, Taiga",Freezing,,,Any,Any,,,natural,5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
37,Vulpix,fire,,field,vulpix-2,Nether/ Forest,Nether/ Frozen,,,Any,Any,,,natural,1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
37,Vulpix Alolan,fire,,field,vulpix-alolan-3,"Snowy Forest, Snowy Taiga",,,,Any,Any,,,natural,5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
37,Vulpix Alolan,fire,,field,vulpix-alolan-4,Nether/ Frozen,,,,Any,Any,,,natural,1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
709,Trevenant,ghost,grass,"grass, amorphous",trevenant-1,"Forest, Taiga",,,,Any,Any,,,"natural, wild",0.2,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
709,Trevenant,ghost,grass,"grass, amorphous",trevenant-2,Spooky,,,,Any,Any,,,"natural, wild",1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
709,Trevenant,ghost,grass,"grass, amorphous",trevenant-3,"Nether/ Forest, Nether/ Warped",Nether/ Desert,,,Any,Any,,,"natural, wild",0.6,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
597,Ferroseed,grass,steel,"grass, mineral",ferroseed-1,Lush,,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
236,Tyrogue,fighting,,undiscovered,tyrogue-1,Hills,,,,Any,Any,,,natural,1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
590,Foongus,grass,poison,grass,foongus-1,Mushroom,,,,Any,Any,,,,4.8,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
962,Bombirdier,flying,dark,flying,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
53,Persian,normal,,field,persian-1,Overworld,"Arid, Freezing, Taiga",,Village,Any,Clear,,,"natural, urban",1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
53,Persian,normal,,field,persian-2,Overworld,"Arid, Freezing, Taiga",,,Any,Clear,,,"natural, village",1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
53,Persian,normal,,field,persian-3,Arid,,,Village,Any,Any,,,"natural, urban",1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
53,Persian,normal,,field,persian-4,Arid,,,,Any,Any,,,"natural, village",1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
53,Persian Alolan,normal,,field,persian-alolan-5,Overworld,"Arid, Freezing",,,Any,Clear,,,"natural, illager_structures",6.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
53,Persian Alolan,normal,,field,persian-alolan-6,"Arid, Freezing",,,,Any,Any,,,"natural, illager_structures",6.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
53,Persian Alolan,normal,,field,persian-alolan-7,Overworld,,,,Any,Any,,,illager_structures,6.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
233,Porygon2,normal,,mineral,porygon2-1,Overworld,,,,Any,Any,,,,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
118,Goldeen,water,,water_2,goldeen-1,,,,,Any,Any,,,"river, underwater",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
608,Lampent,ghost,fire,amorphous,lampent-1,Nether/ Soul Fire,,,,Any,Any,,,natural,0.18,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
608,Lampent,ghost,fire,amorphous,lampent-2,Overworld,,,,Any,Any,,,mansion,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
164,Noctowl,normal,flying,flying,noctowl-1,"Forest, Sky, Spooky",,,,Any,Any,,,"natural, treetop",1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
249,Lugia,psychic,flying,undiscovered,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
493,Arceus,normal,,undiscovered,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
569,Garbodor,poison,,mineral,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
657,Frogadier,water,,water_1,frogadier-1,,,,,Any,Any,,,"natural, freshwater",0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
657,Frogadier,water,,water_1,frogadier-2,,,,,Any,Any,,,"freshwater, underwater",0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
594,Alomomola,water,,"water_1, water_2",alomomola-1,Deep Ocean,Frozen Ocean,,,Any,Any,,,underwater,10.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
785,Tapukoko,electric,fairy,undiscovered,tapukoko-1,"Forest, Jungle",,,,Any,Any,,,,0.2,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
107,Hitmonchan,fighting,,human_like,hitmonchan-1,Hills,,,,Any,Any,,,natural,0.2,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
725,Litten,fire,,field,litten-1,Jungle,,,,Any,Clear,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
735,Gumshoos,normal,,field,gumshoos-1,Plains,,,,Any,Any,,,,2,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
418,Buizel,water,,"water_1, field",buizel-1,Freshwater,,,,Any,Any,,,"natural, freshwater",1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
418,Buizel,water,,"water_1, field",buizel-2,Freshwater,,,,Any,Any,,,"underwater, freshwater",1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
418,Buizel,water,,"water_1, field",buizel-3,Freshwater,,,,Any,Any,,,"water_surface, freshwater",1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
381,Latios,dragon,psychic,undiscovered,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
202,Wobbuffet,psychic,,amorphous,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
772,Type: Null,normal,,undiscovered,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
409,Rampardos,rock,,monster,rampardos-1,Lush,,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
384,Rayquaza,dragon,flying,undiscovered,rayquaza-1,Floral,,,,Any,Clear,,,,0.4,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
262,Mightyena,dark,,field,mightyena-1,"Badlands, Savanna",,,,Any,Any,,,natural,0.6,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
262,Mightyena,dark,,field,mightyena-2,Overworld,,,,Any,Any,,,"natural, pillager_outpost",10.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
745,Lycanroc,rock,,field,lycanroc-1,Hills,,,,Any,Any,,,,1.5,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
916,Oinkologne,normal,,field,oinkologne-1,"Mushroom, Temperate",Mushroom Fields,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
916,Oinkologne,normal,,field,oinkologne-2,Swamp,,,,Any,Any,,,natural,0.2,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
916,Oinkologne,normal,,field,oinkologne-3,"Nether/ Crimson, Nether/ Fungus, Nether/ Overgrowth",Nether/ Warped,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
706,Goodra,dragon,,dragon,goodra-1,Swamp,,,,Any,Rain,,,"natural, wild",0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
706,Goodra,dragon,,dragon,goodra-2,Swamp,,,,Any,Clear,,,"natural, wild",0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
706,Goodra Hisuian,dragon,,dragon,goodra-hisuian-3,"Dripstone, Lush",,,,Any,Any,,,natural,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
706,Goodra Hisuian,dragon,,dragon,goodra-hisuian-4,Overworld,,,,Any,Any,,,natural,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
382,Kyogre,water,,undiscovered,kyogre-1,Deep Ocean,,,,Any,Rain,,,underwater,0.5,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
413,Wormadam,bug,grass,bug,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
802,Marshadow,fighting,ghost,undiscovered,marshadow-1,Deep Dark,,,,Any,Any,,,,0.05,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
617,Accelgor,bug,,bug,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
966,Revavroom,steel,poison,mineral,revavroom-1,Badlands,,,,Any,Any,,,natural,0.6,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
966,Revavroom,steel,poison,mineral,revavroom-2,Overworld,,,,Any,Any,,,,0.6,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
191,Sunkern,grass,,grass,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
281,Kirlia,psychic,fairy,"human_like, amorphous",kirlia-1,"Floral, Magical, Snowy Forest",,,,Any,Any,,,natural,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
281,Kirlia,psychic,fairy,"human_like, amorphous",kirlia-2,Overworld,,,,Any,Any,,,"natural, urban",0.18,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
281,Kirlia,psychic,fairy,"human_like, amorphous",kirlia-3,Overworld,,,,Any,Any,,,"natural, village",0.18,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
281,Kirlia,psychic,fairy,"human_like, amorphous",kirlia-4,Overworld,,,,Any,Any,,,mansion,0.18,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
443,Gible,dragon,ground,"monster, dragon",gible-1,Mountain,,,,Any,Any,,,"natural, wild",5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
443,Gible,dragon,ground,"monster, dragon",gible-2,Overworld,"Deep Dark, Mountain",,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
960,Wiglett,water,,water_3,wiglett-1,Beach,,,,Any,Any,,,natural,9.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
907,Floragato,grass,,"field, grass",floragato-1,"Floral, Magical",,,,Any,Any,,,natural,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
